order_id,Datetime,Location,Order_items,Amount,Payment_type
161,25/08/2021 14:08,Chesterfield,"Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25",5.4,CASH
162,25/08/2021 14:09,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flat white - 2.15, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Large Flat white - 2.45",12.65,CASH
163,25/08/2021 14:10,Chesterfield,"Large Flat white - 2.45, Large Flavoured iced latte - Caramel - 3.25",5.7,CARD
164,25/08/2021 14:11,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flat white - 2.15",4.9,CARD
165,25/08/2021 14:13,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Latte - 2.15, Large Flat white - 2.45, Large Flavoured latte - Hazelnut - 2.85",10.2,CARD
166,25/08/2021 14:14,Chesterfield,Large Flavoured latte - Hazelnut - 2.85,2.85,CASH
167,25/08/2021 14:15,Chesterfield,Large Latte - 2.45,2.45,CASH
168,25/08/2021 14:16,Chesterfield,"Large Flavoured latte - Hazelnut - 2.85, Large Latte - 2.45",5.3,CARD
169,25/08/2021 14:18,Chesterfield,Large Latte - 2.45,2.45,CASH
170,25/08/2021 14:19,Chesterfield,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD
171,25/08/2021 14:20,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",8.75,CARD
172,25/08/2021 14:22,Chesterfield,"Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Caramel - 2.75",6.0,CASH
173,25/08/2021 14:23,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured latte - Hazelnut - 2.55",5.3,CARD
174,25/08/2021 14:24,Chesterfield,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CARD
175,25/08/2021 14:25,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured iced latte - Caramel - 2.75",14.05,CARD
176,25/08/2021 14:27,Chesterfield,"Large Flavoured iced latte - Vanilla - 3.25, Regular Flat white - 2.15, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15",16.8,CASH
177,25/08/2021 14:28,Chesterfield,"Regular Latte - 2.15, Regular Latte - 2.15, Large Latte - 2.45",6.75,CARD
178,25/08/2021 14:29,Chesterfield,"Regular Flat white - 2.15, Regular Flat white - 2.15, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Caramel - 2.75",9.6,CARD
179,25/08/2021 14:30,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Hazelnut - 3.25, Regular Latte - 2.15",8.15,CARD
180,25/08/2021 14:32,Chesterfield,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured latte - Hazelnut - 2.85, Regular Flat white - 2.15, Regular Flavoured latte - Hazelnut - 2.55",10.8,CARD
181,25/08/2021 14:33,Chesterfield,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CASH
182,25/08/2021 14:34,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured latte - Hazelnut - 2.85, Large Latte - 2.45, Large Flavoured latte - Hazelnut - 2.85",10.9,CARD
183,25/08/2021 14:35,Chesterfield,Regular Flavoured iced latte - Vanilla - 2.75,2.75,CARD
184,25/08/2021 14:37,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Vanilla - 3.25",6.5,CARD
185,25/08/2021 14:38,Chesterfield,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CARD
186,25/08/2021 14:39,Chesterfield,Regular Flat white - 2.15,2.15,CASH
187,25/08/2021 14:41,Chesterfield,"Large Latte - 2.45, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured latte - Hazelnut - 2.55",8.25,CARD
188,25/08/2021 14:42,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55",8.25,CARD
189,25/08/2021 14:43,Chesterfield,Large Latte - 2.45,2.45,CASH
190,25/08/2021 14:44,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Regular Flat white - 2.15, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",11.4,CASH
191,25/08/2021 14:46,Chesterfield,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD
192,25/08/2021 14:47,Chesterfield,"Regular Latte - 2.15, Large Flavoured latte - Hazelnut - 2.85, Large Flavoured iced latte - Caramel - 3.25, Regular Flat white - 2.15, Regular Latte - 2.15, Large Flavoured iced latte - Vanilla - 3.25",15.8,CARD
193,25/08/2021 14:48,Chesterfield,"Large Latte - 2.45, Regular Flavoured iced latte - Caramel - 2.75",5.2,CARD
194,25/08/2021 14:49,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured iced latte - Vanilla - 3.25",8.55,CASH
195,25/08/2021 14:51,Chesterfield,Large Flavoured iced latte - Caramel - 3.25,3.25,CARD
196,25/08/2021 14:52,Chesterfield,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD
197,25/08/2021 14:53,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",11.5,CARD
198,25/08/2021 14:54,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Flat white - 2.45",5.2,CARD
199,25/08/2021 14:56,Chesterfield,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD
200,25/08/2021 14:57,Chesterfield,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Hazelnut - 2.75",5.3,CARD
201,25/08/2021 14:58,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flat white - 2.15, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Flat white - 2.15",13.05,CARD
202,25/08/2021 15:00,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Flat white - 2.45, Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Regular Latte - 2.15",12.35,CARD
203,25/08/2021 15:01,Chesterfield,"Large Latte - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured iced latte - Hazelnut - 3.25, Regular Flat white - 2.15, Regular Flavoured iced latte - Vanilla - 2.75",13.15,CARD
204,25/08/2021 15:02,Chesterfield,Large Flat white - 2.45,2.45,CARD
205,25/08/2021 15:03,Chesterfield,"Regular Latte - 2.15, Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Hazelnut - 3.25",10.8,CARD
206,25/08/2021 15:05,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flat white - 2.15",10.5,CARD
207,25/08/2021 15:06,Chesterfield,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured iced latte - Hazelnut - 3.25",6.1,CARD
208,25/08/2021 15:07,Chesterfield,Regular Latte - 2.15,2.15,CARD
209,25/08/2021 15:08,Chesterfield,"Large Flavoured latte - Hazelnut - 2.85, Large Latte - 2.45, Large Flavoured iced latte - Caramel - 3.25",8.55,CARD
210,25/08/2021 15:10,Chesterfield,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flat white - 2.15, Regular Flat white - 2.15, Large Flat white - 2.45",9.3,CARD
211,25/08/2021 15:11,Chesterfield,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured latte - Hazelnut - 2.85",5.7,CARD
212,25/08/2021 15:12,Chesterfield,"Regular Latte - 2.15, Regular Flat white - 2.15, Regular Flavoured iced latte - Hazelnut - 2.75",7.05,CARD
213,25/08/2021 15:13,Chesterfield,Large Flavoured latte - Hazelnut - 2.85,2.85,CASH
214,25/08/2021 15:15,Chesterfield,"Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85",14.35,CARD
215,25/08/2021 15:16,Chesterfield,"Regular Flat white - 2.15, Large Flat white - 2.45",4.6,CARD
216,25/08/2021 15:17,Chesterfield,Large Latte - 2.45,2.45,CARD
217,25/08/2021 15:18,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Latte - 2.45, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",10.7,CARD
218,25/08/2021 15:20,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flat white - 2.45, Regular Latte - 2.15",7.35,CARD
219,25/08/2021 15:21,Chesterfield,"Regular Flavoured latte - Hazelnut - 2.55, Large Flat white - 2.45, Regular Flat white - 2.15, Regular Flavoured iced latte - Vanilla - 2.75",9.9,CASH
220,25/08/2021 15:22,Chesterfield,"Large Latte - 2.45, Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured latte - Hazelnut - 2.85, Regular Flat white - 2.15",10.2,CASH
221,25/08/2021 15:23,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flat white - 2.15, Large Flat white - 2.45",13.35,CASH
222,25/08/2021 15:25,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured latte - Hazelnut - 2.85",5.6,CASH
223,25/08/2021 15:26,Chesterfield,"Large Flat white - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15",10.4,CASH
224,25/08/2021 15:27,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Latte - 2.15",4.9,CASH
225,25/08/2021 15:28,Chesterfield,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD
226,25/08/2021 15:30,Chesterfield,"Large Flat white - 2.45, Large Flat white - 2.45",4.9,CASH
227,25/08/2021 15:31,Chesterfield,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CARD
228,25/08/2021 15:32,Chesterfield,"Regular Flat white - 2.15, Large Flavoured iced latte - Vanilla - 3.25, Large Flat white - 2.45, Large Flavoured iced latte - Vanilla - 3.25, Regular Flat white - 2.15",13.25,CARD
229,25/08/2021 15:33,Chesterfield,"Large Flat white - 2.45, Regular Latte - 2.15",4.6,CASH
230,25/08/2021 15:35,Chesterfield,Large Flavoured iced latte - Hazelnut - 3.25,3.25,CARD
231,25/08/2021 15:36,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Large Latte - 2.45, Large Flat white - 2.45",7.65,CARD
232,25/08/2021 15:37,Chesterfield,"Regular Flavoured latte - Hazelnut - 2.55, Regular Latte - 2.15, Regular Latte - 2.15, Large Flavoured iced latte - Caramel - 3.25",10.1,CARD
233,25/08/2021 15:38,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Vanilla - 2.75",9.25,CARD
234,25/08/2021 15:40,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Vanilla - 3.25",8.75,CARD
235,25/08/2021 15:41,Chesterfield,Large Flavoured iced latte - Vanilla - 3.25,3.25,CARD
236,25/08/2021 15:42,Chesterfield,"Large Flat white - 2.45, Large Flavoured latte - Hazelnut - 2.85",5.3,CASH
237,25/08/2021 15:43,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Latte - 2.15",4.9,CARD
238,25/08/2021 15:45,Chesterfield,"Regular Flat white - 2.15, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Caramel - 2.75",7.45,CARD
239,25/08/2021 15:46,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured latte - Hazelnut - 2.55",5.8,CASH
240,25/08/2021 15:47,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",6.0,CARD
241,25/08/2021 15:48,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Caramel - 2.75, Regular Latte - 2.15, Large Latte - 2.45",12.65,CASH
242,25/08/2021 15:50,Chesterfield,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Vanilla - 3.25",9.75,CARD
243,25/08/2021 15:51,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Vanilla - 3.25",6.5,CASH
244,25/08/2021 15:52,Chesterfield,"Large Flat white - 2.45, Large Flavoured iced latte - Vanilla - 3.25",5.7,CARD
245,25/08/2021 15:53,Chesterfield,"Regular Latte - 2.15, Regular Flavoured iced latte - Hazelnut - 2.75",4.9,CARD
246,25/08/2021 15:55,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Regular Latte - 2.15",4.9,CARD
247,25/08/2021 15:56,Chesterfield,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",17.5,CASH
248,25/08/2021 15:57,Chesterfield,Regular Flavoured iced latte - Vanilla - 2.75,2.75,CASH
249,25/08/2021 15:58,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured iced latte - Vanilla - 2.75",5.5,CARD
250,25/08/2021 16:00,Chesterfield,"Large Flavoured iced latte - Caramel - 3.25, Large Latte - 2.45, Large Flavoured iced latte - Caramel - 3.25",8.95,CARD
251,25/08/2021 16:03,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured latte - Hazelnut - 2.85",5.6,CARD
252,25/08/2021 16:07,Chesterfield,"Regular Flat white - 2.15, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55",10.5,CASH
253,25/08/2021 16:10,Chesterfield,Regular Flavoured iced latte - Hazelnut - 2.75,2.75,CARD
254,25/08/2021 16:14,Chesterfield,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Large Flat white - 2.45, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured iced latte - Hazelnut - 3.25",13.55,CARD
255,25/08/2021 16:17,Chesterfield,Regular Flavoured iced latte - Hazelnut - 2.75,2.75,CARD
256,25/08/2021 16:21,Chesterfield,Large Flat white - 2.45,2.45,CARD
257,25/08/2021 16:24,Chesterfield,"Large Flat white - 2.45, Large Flavoured latte - Hazelnut - 2.85",5.3,CARD
258,25/08/2021 16:28,Chesterfield,"Large Latte - 2.45, Large Latte - 2.45, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55",10.0,CARD
259,25/08/2021 16:31,Chesterfield,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured latte - Hazelnut - 2.55",11.3,CASH
260,25/08/2021 16:35,Chesterfield,"Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured latte - Hazelnut - 2.85, Large Latte - 2.45",17.3,CARD
261,25/08/2021 16:38,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured latte - Hazelnut - 2.85",9.35,CARD
262,25/08/2021 16:42,Chesterfield,"Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured latte - Hazelnut - 2.55",10.8,CARD
263,25/08/2021 16:45,Chesterfield,"Large Flavoured iced latte - Vanilla - 3.25, Large Latte - 2.45, Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Caramel - 3.25, Regular Latte - 2.15",14.35,CARD
264,25/08/2021 16:49,Chesterfield,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured iced latte - Vanilla - 3.25",6.1,CASH
265,25/08/2021 16:52,Chesterfield,"Large Flavoured iced latte - Hazelnut - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured latte - Hazelnut - 2.55, Regular Flat white - 2.15",10.7,CASH
266,25/08/2021 16:56,Chesterfield,Regular Flavoured latte - Hazelnut - 2.55,2.55,CASH
267,25/08/2021 16:59,Chesterfield,Large Flat white - 2.45,2.45,CASH
